KGB,1,1,30@0
FBIS3-23,1,false,false
transferred,5,10,30@514
FBIS3-14,1,false,false
FBIS3-29,5,false,false
FBIS3-26,1,false,false
FBIS3-27,2,false,false
FBIS3-23,1,false,false
HITACHI,1,2,30@520
FBIS3-35,2,false,false
resumes,1,1,30@522
FBIS3-49,1,false,false
shipping,1,4,30@524
FBIS3-23,4,false,false
detoxifies,1,1,30@526
FBIS3-35,1,false,false
1.75-hour,1,1,30@528
FBIS3-35,1,false,false
obstructing,2,2,30@530
FBIS3-49,1,false,false
FBIS3-37,1,false,false
radius,1,1,30@533
FBIS3-29,1,false,false
kilobar,1,1,30@535
FBIS3-35,1,false,false
test,3,8,30@537
FBIS3-26,1,false,false
FBIS3-13,1,false,false
FBIS3-35,6,false,false
reviving,1,1,30@541
FBIS3-7,1,false,false
OCEAN,1,1,30@543
FBIS3-11,1,false,false
MACHINERY,1,1,30@545
FBIS3-35,1,false,false
conviction,1,1,30@547
FBIS3-29,1,false,false
confrontation,8,17,30@549
FBIS3-42,5,false,false
FBIS3-48,4,false,false
FBIS3-32,1,false,false
FBIS3-3,1,false,false
FBIS3-4,1,false,false
FBIS3-49,2,false,false
FBIS3-34,1,false,false
FBIS3-28,2,false,false
zeal,1,1,30@558
FBIS3-26,1,false,false
6.02 M Dollars,1,1,30@560
FBIS3-23,1,false,false
tradings,1,1,30@562
FBIS3-29,1,false,false
MOROZOV,2,22,30@564
FBIS3-27,19,false,false
FBIS3-38,3,false,false
aspiration,1,2,30@567
FBIS3-27,2,false,false
114B,1,1,30@569
FBIS3-29,1,false,false
tackle,1,1,30@571
FBIS3-29,1,false,false
session,9,20,30@573
FBIS3-29,9,false,false
FBIS3-9,1,false,false
FBIS3-48,1,false,false
FBIS3-30,1,false,false
FBIS3-32,3,false,false
FBIS3-27,2,false,false
FBIS3-18,1,false,false
FBIS3-49,1,false,false
FBIS3-7,1,false,false
origin,2,2,30@583
FBIS3-2,1,false,false
FBIS3-23,1,false,false
training,6,28,30@586
FBIS3-26,11,false,false
FBIS3-27,1,false,false
FBIS3-18,2,false,false
FBIS3-35,1,false,false
FBIS3-29,6,false,false
FBIS3-23,7,false,false
RATO,1,1,30@593
FBIS3-26,1,false,false
atoms,1,1,30@595
FBIS3-35,1,false,false
redefine,1,1,30@597
FBIS3-26,1,false,false
signs,4,5,30@599
FBIS3-48,2,false,false
FBIS3-27,1,false,false
FBIS3-33,1,false,false
FBIS3-29,1,false,false
personality,2,4,30@604
FBIS3-29,3,false,false
FBIS3-23,1,false,false
122.853K,1,1,30@607
FBIS3-29,1,false,false
nuclear,14,77,30@609
FBIS3-42,1,false,false
FBIS3-11,2,false,false
FBIS3-13,10,false,false
FBIS3-47,7,false,false
FBIS3-30,5,false,false
FBIS3-31,8,false,false
FBIS3-27,6,false,false
FBIS3-22,1,false,false
FBIS3-3,8,false,false
FBIS3-49,8,false,false
FBIS3-35,4,false,false
FBIS3-23,4,false,false
FBIS3-37,6,false,false
FBIS3-29,7,false,false
aerodynamic,1,1,30@624
FBIS3-35,1,false,false
views,16,37,30@626
FBIS3-44,1,false,false
FBIS3-11,1,false,false
FBIS3-26,1,false,false
FBIS3-27,1,false,false
FBIS3-19,2,false,false
FBIS3-22,1,false,false
FBIS3-2,18,false,false
FBIS3-4,1,false,false
FBIS3-49,1,false,false
FBIS3-5,1,false,false
FBIS3-35,1,false,false
FBIS3-36,1,false,false
FBIS3-29,1,false,false
FBIS3-23,4,false,false
FBIS3-6,1,false,false
FBIS3-41,1,false,false
reporting,13,19,30@643
FBIS3-24,1,false,false
FBIS3-11,1,false,false
FBIS3-26,2,false,false
FBIS3-31,1,false,false
FBIS3-4,1,false,false
FBIS3-49,3,false,false
FBIS3-23,1,false,false
FBIS3-35,3,false,false
FBIS3-37,1,false,false
FBIS3-38,2,false,false
FBIS3-6,1,false,false
FBIS3-7,1,false,false
FBIS3-40,1,false,false
conversion,2,5,30@657
FBIS3-29,1,false,false
FBIS3-35,4,false,false
9.9B,1,2,30@660
FBIS3-29,2,false,false
deposition,1,1,30@662
FBIS3-35,1,false,false
monitor,4,4,30@664
FBIS3-26,1,false,false
FBIS3-14,1,false,false
FBIS3-48,1,false,false
FBIS3-2,1,false,false
50%,6,25,30@669
FBIS3-12,1,false,false
FBIS3-26,2,false,false
FBIS3-29,11,false,false
FBIS3-23,7,false,false
FBIS3-38,2,false,false
FBIS3-6,2,false,false
5.87B,1,1,30@676
FBIS3-29,1,false,false
DAIWA,1,1,30@678
FBIS3-23,1,false,false
instigated,1,1,30@680
FBIS3-27,1,false,false
03-26,1,1,30@682
FBIS3-27,1,false,false
orchestrated,1,1,30@684
FBIS3-39,1,false,false
VLADIVOSTOK,1,8,30@686
FBIS3-42,8,false,false
ZHENHAN,1,1,30@688
FBIS3-23,1,false,false
frustrated,1,1,30@690
FBIS3-23,1,false,false
